,id,epoch,grad_norm,learning_rate,model_norm,train_loss,train_score,val_loss,val_score,grad_norm_std,learning_rate_std,model_norm_std,train_loss_std,train_score_std,val_loss_std,val_score_std,name,beta,bias_correction,lr,lr_schedule,weight_decay,dampening,momentum
210,name=adam:lr=0.001:lr_schedule=constant:weight_decay=0,0,0.9381287892659506,0.001,11.975420316060385,0.15256370276610057,0.9525888888888888,0.15666428757309914,0.9499,0.21718865173761281,0.0,0.05075098725827177,0.0029851061373893845,0.0013606915453112862,0.00417842628240899,0.0012489995996796776,adam,none,none,0.001,constant,0,none,none
211,name=adam:lr=0.001:lr_schedule=constant:weight_decay=0,1,0.666662851969401,0.001,13.604255040486654,0.09727295536730024,0.9688611111111111,0.11450119287172954,0.9623333333333334,0.2315101452319234,0.0,0.05335545952172762,0.0027605206666680457,0.002118066029118033,0.002376203098620676,0.0011503622617824766,adam,none,none,0.001,constant,0,none,none
212,name=adam:lr=0.001:lr_schedule=constant:weight_decay=0,2,0.8524662653605143,0.001,14.900238355000814,0.07084633101357354,0.97675,0.09781992626736562,0.9684333333333334,0.3683823229908045,0.0,0.04222586374076508,0.004427164320717851,0.0011566234381931726,0.003697857461843696,0.000665832811847893,adam,none,none,0.001,constant,0,none,none
213,name=adam:lr=0.001:lr_schedule=constant:weight_decay=0,3,0.8151333530743917,0.001,16.043415069580078,0.054189116414553595,0.9816333333333334,0.08640546144594748,0.9717666666666668,0.11868148155347204,0.0,0.039440070767528944,0.0016353954497083712,0.00041932485418025794,0.003751037821209156,0.002159475244899385,adam,none,none,0.001,constant,0,none,none
214,name=adam:lr=0.001:lr_schedule=constant:weight_decay=0,4,0.6184681355953217,0.001,17.095150629679363,0.04707135218928257,0.9832000000000001,0.09100869338350992,0.9703666666666666,0.39374181465096764,0.0,0.051377791757792605,0.006475356131296173,0.002482326417787263,0.00853787478748574,0.002753785273643051,adam,none,none,0.001,constant,0,none,none
215,name=adam:lr=0.001:lr_schedule=constant:weight_decay=0,5,0.45942199726899463,0.001,18.067612330118816,0.03718219423211283,0.9867111111111111,0.08226317547559737,0.973,0.2749141741620694,0.0,0.06473139909850895,0.00422786293713907,0.0016938887977843565,0.006118660571193097,0.0026286878856189755,adam,none,none,0.001,constant,0,none,none
216,name=adam:lr=0.001:lr_schedule=constant:weight_decay=0,6,0.7065752049287161,0.001,18.984848658243816,0.030838942246180442,0.9885444444444444,0.08033190192763383,0.9741666666666667,0.24911784561600972,0.0,0.059050367536847795,0.006596331699324756,0.002558555003063974,0.009218538500950401,0.003317127271199168,adam,none,none,0.001,constant,0,none,none
217,name=adam:lr=0.001:lr_schedule=constant:weight_decay=0,7,0.4085109531879425,0.001,19.821797688802082,0.028537759902576607,0.9890277777777777,0.08682842106105139,0.972,0.039953488225464545,0.0,0.037592223577908555,0.0009913864521128902,0.0002849626356273954,0.004621472119724313,0.0018520259177452311,adam,none,none,0.001,constant,0,none,none
218,name=adam:lr=0.001:lr_schedule=constant:weight_decay=0,8,0.3215249876181285,0.001,20.666500091552734,0.020890428237368665,0.9915666666666668,0.08326072907165315,0.9745666666666667,0.11326767341654977,0.0,0.04257165364308199,0.0007578673975826277,0.00011666666666665382,0.0002598574911283283,0.0013613718571107685,adam,none,none,0.001,constant,0,none,none
219,name=adam:lr=0.001:lr_schedule=constant:weight_decay=0,9,0.8752918243408203,0.001,21.436975479125977,0.01980785864763376,0.9919333333333333,0.08600247046255195,0.9744666666666667,0.26748511061919233,0.0,0.022373964340521028,0.004109259411062598,0.0015947831618540736,0.00488165536035083,0.0004932882862316501,adam,none,none,0.001,constant,0,none,none
220,name=adam:lr=0.01:lr_schedule=constant:weight_decay=0,0,0.7874545852343241,0.01,36.875752766927086,0.1663081276886993,0.9498833333333333,0.18543205076654753,0.9447,0.12169727736560772,0.0,0.35269190278236295,0.020221199425214238,0.005399151167853437,0.016319766204125334,0.005802585630561622,adam,none,none,0.01,constant,0,none,none
221,name=adam:lr=0.01:lr_schedule=constant:weight_decay=0,1,0.7954140901565552,0.01,49.44671630859375,0.13688818189899127,0.9586111111111112,0.1710741112008691,0.9531666666666666,0.24792417309067832,0.0,1.1868830493028315,0.015641803942646512,0.004861822170217114,0.028347441825824306,0.006545481902299736,adam,none,none,0.01,constant,0,none,none
222,name=adam:lr=0.01:lr_schedule=constant:weight_decay=0,2,0.6618914604187012,0.01,59.47681427001953,0.11973909165627426,0.9631277777777778,0.16374937011053164,0.9545666666666667,0.23756265390963696,0.0,1.8777230922527655,0.020586577533116285,0.006201351405883978,0.026339812568397077,0.007072010558061518,adam,none,none,0.01,constant,0,none,none
223,name=adam:lr=0.01:lr_schedule=constant:weight_decay=0,3,0.6924532850583395,0.01,67.6204350789388,0.10588285533554025,0.9678,0.15848974284256498,0.9580333333333333,0.29223546226616304,0.0,2.074223625372655,0.007673872036572944,0.0019227439882741457,0.004124030444957035,0.001006644591369429,adam,none,none,0.01,constant,0,none,none
224,name=adam:lr=0.01:lr_schedule=constant:weight_decay=0,4,0.5794235467910767,0.01,75.14890034993489,0.10624384963578648,0.9673333333333334,0.15643086650135615,0.9592333333333333,0.03531417510434335,0.0,2.642744663701876,0.006467469339912769,0.0019719561635875367,0.010746172400700308,0.002371356854910998,adam,none,none,0.01,constant,0,none,none
225,name=adam:lr=0.01:lr_schedule=constant:weight_decay=0,5,0.5683218340078989,0.01,82.55633544921875,0.09631761634018686,0.9702888888888889,0.16388712109439074,0.9582,0.35118339582012387,0.0,3.0348683173812536,0.001998287092111109,0.001210180580342019,0.014837241147709854,0.0018999999999999675,adam,none,none,0.01,constant,0,none,none
226,name=adam:lr=0.01:lr_schedule=constant:weight_decay=0,6,0.642966240644455,0.01,89.43116760253906,0.08556912254401379,0.9738333333333333,0.1529128815325598,0.9624666666666667,0.2682889985974295,0.0,3.198783787057851,0.007691462321654045,0.0014301320840320853,0.006742839960182245,0.0021501937897160034,adam,none,none,0.01,constant,0,none,none
227,name=adam:lr=0.01:lr_schedule=constant:weight_decay=0,7,0.6496356725692749,0.01,96.14397684733073,0.08803871955937809,0.9739777777777778,0.16784577068382253,0.9614333333333334,0.10709957205035664,0.0,2.555037786624196,0.0032502505219197584,0.0012482580454970364,0.007700896292791596,0.002318045153428523,adam,none,none,0.01,constant,0,none,none
228,name=adam:lr=0.01:lr_schedule=constant:weight_decay=0,8,0.5839454929033915,0.01,102.7035903930664,0.11015594638925459,0.9690777777777777,0.19528083720567327,0.9559000000000001,0.17829365809890677,0.0,3.1150197795645047,0.02908518183821418,0.007750149341452418,0.022416030114509683,0.008316249154516765,adam,none,none,0.01,constant,0,none,none
229,name=adam:lr=0.01:lr_schedule=constant:weight_decay=0,9,1.023088018099467,0.01,108.70157368977864,0.09437719640764926,0.9722888888888889,0.1798381287262154,0.9582333333333333,0.1749945369347729,0.0,3.1131776468903727,0.006210256016367129,0.003414036928351557,0.008289449012693503,0.005575242894559296,adam,none,none,0.01,constant,0,none,none
230,name=adam:lr=0.1:lr_schedule=constant:weight_decay=0,0,0.09188136955102284,0.10000000000000002,236.70765686035156,2.3546868547227646,0.10502777777777778,2.3056630157470703,0.10459999999999998,0.01765051195235137,0.0,36.8032097996082,0.08479971809310329,0.0068540404412558344,0.004949791563692529,0.007922752047110898,adam,none,none,0.1,constant,0,none,none
231,name=adam:lr=0.1:lr_schedule=constant:weight_decay=0,1,0.062126441548268,0.10000000000000002,250.75822957356772,2.3017869942559135,0.10322222222222222,2.310538028971354,0.1024,0.0056127390536379156,0.0,43.602282106610055,0.002496642128609812,0.007915707544239243,0.006965163402063542,0.009446163242290494,adam,none,none,0.1,constant,0,none,none
232,name=adam:lr=0.1:lr_schedule=constant:weight_decay=0,2,0.07424335926771164,0.10000000000000002,255.31765747070312,2.303856513298882,0.10328333333333334,2.305748120117187,0.10393333333333332,0.005758670094840649,0.0,51.4996151485708,0.0015789566130145103,0.007744406583679178,0.0028624330068830204,0.008936628745412513,adam,none,none,0.1,constant,0,none,none
233,name=adam:lr=0.1:lr_schedule=constant:weight_decay=0,3,0.08619306733210881,0.10000000000000002,255.3176472981771,2.3037958591037326,0.09845555555555556,2.305026661173503,0.10060000000000001,0.02201107998219097,0.0,51.499412677349795,0.002128002155938091,0.0010768180148182083,0.005129315453125742,0.002505992817228324,adam,none,none,0.1,constant,0,none,none
234,name=adam:lr=0.1:lr_schedule=constant:weight_decay=0,4,0.0723578209678332,0.10000000000000002,255.31768798828125,2.304470255025228,0.10422777777777777,2.307025663248698,0.1032,0.017820008325097468,0.0,51.49942984468106,0.0018518413233587184,0.007140579134101833,0.0027692721240489605,0.009139474820797966,adam,none,none,0.1,constant,0,none,none
235,name=adam:lr=0.1:lr_schedule=constant:weight_decay=0,5,0.08371003220478694,0.10000000000000002,255.31767781575522,2.3038854400634765,0.09964444444444444,2.3064613026936853,0.0973,0.02231517595118459,0.0,51.49951819213881,0.002168043375600839,0.0020399709511366776,0.0010900018026496574,0.0030315012782448263,adam,none,none,0.1,constant,0,none,none
236,name=adam:lr=0.1:lr_schedule=constant:weight_decay=0,6,0.08662109573682149,0.10000000000000002,255.31771341959634,2.3049015380859372,0.10225000000000001,2.306816508992513,0.10286666666666666,0.017968000589776652,0.0,51.49951372454018,0.0011179282165810296,0.008631531343471641,0.004366854315697149,0.009042307964968532,adam,none,none,0.1,constant,0,none,none
237,name=adam:lr=0.1:lr_schedule=constant:weight_decay=0,7,0.08286836991707484,0.10000000000000002,255.31771341959634,2.303896489969889,0.11221666666666667,2.3065610321044923,0.1133,0.02922949667483179,0.0,51.49959321239498,0.004177756736077903,0.0,0.006106084503468481,0.0,adam,none,none,0.1,constant,0,none,none
238,name=adam:lr=0.1:lr_schedule=constant:weight_decay=0,8,0.07917660474777222,0.10000000000000002,255.31766255696616,2.30267352142334,0.10616111111111111,2.3047466878255207,0.10559999999999999,0.020079008591861965,0.0,51.4994783604654,0.0019108412734056286,0.005365329370994789,0.003615556731155189,0.00673572564761956,adam,none,none,0.1,constant,0,none,none
239,name=adam:lr=0.1:lr_schedule=constant:weight_decay=0,9,0.09454612185557683,0.10000000000000002,255.31767781575522,2.3021863191392686,0.10384444444444445,2.304740005493164,0.1038,0.012403143047535236,0.0,51.49954449558602,0.0022670594147593155,0.0076193163395072185,0.002260679420932451,0.008411301920630358,adam,none,none,0.1,constant,0,none,none
250,name=adam:lr=10:lr_schedule=constant:weight_decay=0,0,8746.005339508256,10.0,27360.438802083332,1303.7809830510457,0.09793333333333333,9097.930755918374,0.0992,15148.175139178127,0.0,1875.8657249814003,2253.8358341711887,0.0010680979980008081,12471.884410709708,0.003290896534380867,adam,none,none,10,constant,0,none,none
251,name=adam:lr=10:lr_schedule=constant:weight_decay=0,1,0.17555258671442667,10.0,28677.526692708332,2.57015954047309,0.09787777777777777,7692.151942214965,0.09823333333333333,0.02379001153375959,0.0,3770.405108984595,0.24365500856830424,0.007121355468146745,10065.090626941694,0.007997708005005762,adam,none,none,10,constant,0,none,none
252,name=adam:lr=10:lr_schedule=constant:weight_decay=0,2,0.3282619019349416,10.0,28677.533203125,2.9171552897135413,0.1042611111111111,7692.499483694458,0.104,0.11200214708763497,0.0,3770.403023871268,0.510767500003814,0.007100358624224037,10065.034693300728,0.008183520025025908,adam,none,none,10,constant,0,none,none
253,name=adam:lr=10:lr_schedule=constant:weight_decay=0,3,0.28396845360596973,10.0,28677.538411458332,2.775174201965332,0.10250555555555556,7692.3621848388675,0.10206666666666668,0.048722746813141045,0.0,3770.403173019259,0.15540732192010126,0.0030503339222185152,10065.217081100272,0.0010969655114602902,adam,none,none,10,constant,0,none,none
254,name=adam:lr=10:lr_schedule=constant:weight_decay=0,4,0.2651978333791097,10.0,28677.54296875,2.6078226857503255,0.10175000000000001,7692.192073812866,0.10143333333333333,0.03867785617084804,0.0,3770.4010879058733,0.10885176794157625,0.0026505240571965635,10065.388759323538,0.0010969655114602924,adam,none,none,10,constant,0,none,none
255,name=adam:lr=10:lr_schedule=constant:weight_decay=0,5,0.3611454665660858,10.0,28677.548828125,2.783469483778212,0.09783888888888888,7692.363174510701,0.09870000000000001,0.10030007966364221,0.0,3770.402279610737,0.21814074422840043,0.000992378362730073,10065.512826072725,0.001852025917745216,adam,none,none,10,constant,0,none,none
256,name=adam:lr=10:lr_schedule=constant:weight_decay=0,6,0.2792929907639821,10.0,28677.55859375,2.6694496763441298,0.10228333333333334,7692.245337132772,0.10263333333333334,0.10565004572954999,0.0,3770.3997455881745,0.07204830841110707,0.008602519010925435,10065.311555330578,0.009237604307034018,adam,none,none,10,constant,0,none,none
257,name=adam:lr=10:lr_schedule=constant:weight_decay=0,7,0.2568872968355815,10.0,28677.5625,2.5402429087320963,0.09998333333333333,7692.124903615317,0.09870000000000001,0.01453115128173047,0.0,3770.4009372889095,0.20144636789361325,0.0037617593401669497,10065.267346107395,0.0036013886210738183,adam,none,none,10,constant,0,none,none
258,name=adam:lr=10:lr_schedule=constant:weight_decay=0,8,0.3838330606619517,10.0,28677.5703125,2.897476447211371,0.10063333333333334,7692.47907470398,0.1004,0.07588539879477678,0.0,3770.3943851269687,0.4701599534302209,0.003165964834506744,10065.072000119262,0.004161730409336961,adam,none,none,10,constant,0,none,none
259,name=adam:lr=10:lr_schedule=constant:weight_decay=0,9,0.3057222068309784,10.0,28677.575520833332,2.73799996609158,0.1042611111111111,7692.318632115682,0.10396666666666667,0.1031730901243142,0.0,3770.3960228012984,0.2479761649218473,0.0071003586242240355,10065.125534691248,0.008220908303425681,adam,none,none,10,constant,0,none,none
240,name=adam:lr=1:lr_schedule=constant:weight_decay=0,0,0.19125777234633765,1.0,2549.18017578125,3.9328537021213106,0.09962777777777777,13.699013931274413,0.09910000000000001,0.14765192805684635,0.0,185.48268109652676,2.53989503823917,0.004002961866381405,19.68313155969839,0.0031176914536239823,adam,none,none,1,constant,0,none,none
241,name=adam:lr=1:lr_schedule=constant:weight_decay=0,1,0.23293367524941763,1.0,2754.2556966145835,2.335816989983453,0.0999111111111111,18.690905445353188,0.10053333333333332,0.2536741861458969,0.0,375.7149264602911,0.013663610373310943,0.0018337373292248208,28.316753858937044,0.002610236260060249,adam,none,none,1,constant,0,none,none
242,name=adam:lr=1:lr_schedule=constant:weight_decay=0,2,0.22087290386358896,1.0,2755.7826334635415,2.3319346064249675,0.1027,18.688464372762045,0.1028,0.20005795765341092,0.0,376.37951277979124,0.0069602489792840155,0.008265339275149776,28.331392879375528,0.009096702699330123,adam,none,none,1,constant,0,none,none
243,name=adam:lr=1:lr_schedule=constant:weight_decay=0,3,0.23092414687077203,1.0,2755.7819010416665,2.3299192189534508,0.09549999999999999,18.68551521809896,0.09570000000000001,0.19976132347092915,0.0,376.38114426730357,0.013576709461456208,0.004664969929639895,28.319775904865573,0.006060528029800704,adam,none,none,1,constant,0,none,none
244,name=adam:lr=1:lr_schedule=constant:weight_decay=0,4,0.21814904610315958,1.0,2755.7814127604165,2.3430059395684135,0.10515555555555556,18.700195634969077,0.10559999999999999,0.21783096775191957,0.0,376.3821317314205,0.023197754724993355,0.00666129644816761,28.312041693726343,0.00673572564761956,adam,none,none,1,constant,0,none,none
245,name=adam:lr=1:lr_schedule=constant:weight_decay=0,5,0.13434058179457983,1.0,2755.7809244791665,2.358398182508681,0.10119444444444443,18.717290364583334,0.10026666666666667,0.04437136690259693,0.0,376.3831836274385,0.041764602522024616,0.0035443355956814803,28.3015066840237,0.002739221300540238,adam,none,none,1,constant,0,none,none
246,name=adam:lr=1:lr_schedule=constant:weight_decay=0,6,0.10856044044097264,1.0,2755.781005859375,2.363042136976454,0.10725,18.718652587890627,0.10796666666666666,0.05145586141231051,0.0,376.38321939036985,0.02039815108691777,0.008602519010925428,28.32001613773349,0.009237604307034014,adam,none,none,1,constant,0,none,none
247,name=adam:lr=1:lr_schedule=constant:weight_decay=0,7,0.10065152992804845,1.0,2755.781005859375,2.3478089330037437,0.09964444444444444,18.70526970825195,0.0973,0.034425506199415784,0.0,376.38321939036985,0.030744475598790656,0.0020399709511366776,28.307305634746697,0.0030315012782448263,adam,none,none,1,constant,0,none,none
248,name=adam:lr=1:lr_schedule=constant:weight_decay=0,8,0.12961536397536597,1.0,2755.78125,2.370436643134223,0.09960000000000001,18.72466363627116,0.09933333333333333,0.0169565454261777,0.0,376.38345554218563,0.024072053733317517,0.004041761167280094,28.33776201419296,0.002936551265231609,adam,none,none,1,constant,0,none,none
249,name=adam:lr=1:lr_schedule=constant:weight_decay=0,9,0.1114486629764239,1.0,2755.7811686197915,2.3284970021565754,0.11221666666666667,18.68493403930664,0.1133,0.009703277886835704,0.0,376.3831836274385,0.010109147294169367,0.0,28.331796690850922,0.0,adam,none,none,1,constant,0,none,none
20,name=momo-adam:lr=0.0001:lr_schedule=constant:weight_decay=0,0,1.4450387159983318,0.0001,9.517902374267578,0.36135309915012787,0.898561111111111,0.35107746419906616,0.9027,0.39199050897690313,0.0,0.0036459098833648115,0.0021017034182015176,0.0016657775406142405,0.002139459696642999,0.0012999999999999924,momo-adam,none,none,0.0001,constant,0,none,none
21,name=momo-adam:lr=0.0001:lr_schedule=constant:weight_decay=0,1,1.161924680074056,0.0001,9.893779118855795,0.2815456719610426,0.9167666666666667,0.27623518191178636,0.9176333333333333,0.07160769065425593,0.0,0.006767619435744865,0.0023833958683891878,0.001462399094334751,0.0027368894009422878,0.0020008331597945244,momo-adam,none,none,0.0001,constant,0,none,none
22,name=momo-adam:lr=0.0001:lr_schedule=constant:weight_decay=0,2,1.3134693304697673,0.0001,10.148896853129068,0.24656715310679542,0.9263666666666666,0.24439190835555394,0.9267666666666666,0.17202867870043936,0.0,0.011663921761487178,0.0010567406992611818,0.0005403188359149315,0.0009769413684643752,0.0002081665999466681,momo-adam,none,none,0.0001,constant,0,none,none
23,name=momo-adam:lr=0.0001:lr_schedule=constant:weight_decay=0,3,1.2682965596516926,0.0001,10.372920672098795,0.21824687072965834,0.9350666666666667,0.2180914458314578,0.9347666666666666,0.15091097399017203,0.0,0.017772173263787598,0.002314461513783879,0.0013772960627419129,0.0023520830390355188,0.0005507570547286327,momo-adam,none,none,0.0001,constant,0,none,none
24,name=momo-adam:lr=0.0001:lr_schedule=constant:weight_decay=0,4,0.9939642945925394,0.0001,10.584837595621744,0.19475597067806458,0.9418611111111111,0.19720635242064796,0.9408,0.16814986754290343,0.0,0.02172108353692818,0.0023506983463601142,0.001091931689628445,0.002710750400938451,0.0007810249675907163,momo-adam,none,none,0.0001,constant,0,none,none
25,name=momo-adam:lr=0.0001:lr_schedule=constant:weight_decay=0,5,1.0349554022153218,0.0001,10.78934097290039,0.17576434520085651,0.9471555555555554,0.1801496388077736,0.9444333333333333,0.08493338879567941,0.0,0.020883308608243282,0.00250450340055429,0.0008502178370102055,0.0030552979644678383,0.0004041451884327874,momo-adam,none,none,0.0001,constant,0,none,none
26,name=momo-adam:lr=0.0001:lr_schedule=constant:weight_decay=0,6,1.0768099427223206,0.0001,10.979457219441732,0.15940907004541818,0.9523166666666666,0.1653022446970145,0.9486333333333334,0.3890692501915304,0.0,0.02073880991513508,0.00202094442661374,0.0007650344945019301,0.0026849231874155007,0.0005859465277082451,momo-adam,none,none,0.0001,constant,0,none,none
27,name=momo-adam:lr=0.0001:lr_schedule=constant:weight_decay=0,7,0.8238067825635275,0.0001,11.160924593607584,0.14477420565419727,0.9563611111111111,0.15183737396597863,0.9534333333333334,0.16604942469594253,0.0,0.016125780010108542,0.0015171613692060671,0.0003267403545007473,0.0019379001384508179,0.0004932882862316529,momo-adam,none,none,0.0001,constant,0,none,none
28,name=momo-adam:lr=0.0001:lr_schedule=constant:weight_decay=0,8,0.9545891880989075,0.0001,11.33331330617269,0.13432323596874873,0.9594722222222223,0.14254482439160346,0.9558666666666666,0.29826717077783155,0.0,0.014216583461567877,0.0012836219371704155,0.0004282825304935122,0.0019821754305153006,0.0009073771725877528,momo-adam,none,none,0.0001,constant,0,none,none
29,name=momo-adam:lr=0.0001:lr_schedule=constant:weight_decay=0,9,0.9298007488250732,0.0001,11.497996012369791,0.12355584349102444,0.9629888888888889,0.1347278501858314,0.9585333333333333,0.2812559460925991,0.0,0.010575796876732237,0.001472698338450313,0.0006936884774188419,0.0016507244724572633,0.0013650396819628692,momo-adam,none,none,0.0001,constant,0,none,none
30,name=momo-adam:lr=0.001:lr_schedule=constant:weight_decay=0,0,0.9517422119776408,0.001,11.973346710205078,0.15310088750786252,0.9526611111111111,0.15712425968050955,0.9499666666666666,0.22723304225454918,0.0,0.02941145397468058,0.004425006072874515,0.002070449047733179,0.005217701134466825,0.0020207259421636987,momo-adam,none,none,0.001,constant,0,none,none
31,name=momo-adam:lr=0.001:lr_schedule=constant:weight_decay=0,1,0.6746842265129089,0.001,13.590703646341959,0.09745858557025593,0.9687,0.11470630031724771,0.9620000000000001,0.19132026609160577,0.0,0.015138953528880898,0.0036048984860196543,0.0020550750189064124,0.00424246366994891,0.0027622454633866164,momo-adam,none,none,0.001,constant,0,none,none
32,name=momo-adam:lr=0.001:lr_schedule=constant:weight_decay=0,2,0.8534897863864899,0.001,14.87231190999349,0.06864740487602022,0.977461111111111,0.09459864954153696,0.9696666666666666,0.33697171985652935,0.0,0.008127930564766756,0.0030122871562326377,0.0009823912624777169,0.0026772050484099165,0.0009865765724632524,momo-adam,none,none,0.001,constant,0,none,none
33,name=momo-adam:lr=0.001:lr_schedule=constant:weight_decay=0,3,0.8374197681744894,0.001,15.975471496582031,0.052989727934532695,0.9818944444444444,0.08519910642529527,0.9721000000000001,0.10952967722894957,0.0,0.028541839940393873,0.002085686300261759,0.0007364202705078507,0.00398623443490284,0.002271563338320095,momo-adam,none,none,0.001,constant,0,none,none
34,name=momo-adam:lr=0.001:lr_schedule=constant:weight_decay=0,4,0.5534215271472931,0.001,16.854894638061523,0.04248557390802437,0.9849833333333334,0.08485469614987573,0.9711666666666666,0.2685557070474544,0.0,0.02866152215407684,0.0038675162639530388,0.0014726204912030797,0.0072173018729176155,0.0028290163190291973,momo-adam,none,none,0.001,constant,0,none,none
35,name=momo-adam:lr=0.001:lr_schedule=constant:weight_decay=0,5,0.5100697775681814,0.001,17.49450937906901,0.029977966383430695,0.9897277777777779,0.07318129766161242,0.9756,0.2130300123635824,0.0,0.02775395116132225,0.0020021690973261582,0.0009597935734852869,0.004572722202695183,0.0022605309110914603,momo-adam,none,none,0.001,constant,0,none,none
36,name=momo-adam:lr=0.001:lr_schedule=constant:weight_decay=0,6,0.49074925978978473,0.001,18.005411783854168,0.022045233803614978,0.9923555555555555,0.07059629197766383,0.9772,0.31276399022493756,0.0,0.025390230999733525,0.0019987543918314737,0.0005538585191718446,0.002084305804088749,0.001799999999999996,momo-adam,none,none,0.001,constant,0,none,none
37,name=momo-adam:lr=0.001:lr_schedule=constant:weight_decay=0,7,0.17799842357635498,0.001,18.400068918863933,0.015865588554201854,0.9945111111111111,0.06846268080733717,0.9781333333333334,0.010715259669896194,0.0,0.017587278586896925,0.0011640065207452648,0.0005437353659163392,0.003546301391002183,0.001270170592217173,momo-adam,none,none,0.001,constant,0,none,none
38,name=momo-adam:lr=0.001:lr_schedule=constant:weight_decay=0,8,0.29645252227783203,0.001,18.73412259419759,0.013017184266903334,0.9954333333333333,0.06947947228071279,0.9787333333333333,0.11048884565544714,0.0,0.01256964055769838,0.0008947789512436246,0.00036055512754640544,0.0018187239345252885,0.0005507570547286083,momo-adam,none,none,0.001,constant,0,none,none
39,name=momo-adam:lr=0.001:lr_schedule=constant:weight_decay=0,9,0.397747407356898,0.001,19.01877784729004,0.009968757050919036,0.9964333333333334,0.06931415975457057,0.9783333333333334,0.0778483047262534,0.0,0.011507517056650743,0.0008008105174233565,0.00015898986690291442,0.0011270630645085031,0.0008504900548115599,momo-adam,none,none,0.001,constant,0,none,none
40,name=momo-adam:lr=0.01:lr_schedule=constant:weight_decay=0,0,0.6307527224222819,0.01,22.45030339558919,0.10425981537501017,0.9661944444444445,0.119079052559038,0.9606666666666667,0.06956016675836298,0.0,0.4533242916421931,0.004498445823052107,0.0016611854312619623,0.008391321089473488,0.0032254198693089783,momo-adam,none,none,0.01,constant,0,none,none
