,id,epoch,grad_norm,learning_rate,model_norm,train_loss,train_score,val_loss,val_score,grad_norm_std,learning_rate_std,model_norm_std,train_loss_std,train_score_std,val_loss_std,val_score_std,name,dampening,lr,lr_schedule,momentum,weight_decay,beta,bias_correction
1600,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,0,3.153942426045736,0.0001,110.9618148803711,4.600947097981771,0.027653333333333335,4.511409659830729,0.0271,0.48826546844519136,0.0,0.00035491038054238916,0.0344096102072539,0.0020102072861606433,0.010610711259948696,0.0021000000000000003,adam,none,0.0001,constant,none,0,none,none
1601,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,1,3.3583172957102456,0.0001,110.97652180989583,4.268085429280599,0.061426666666666664,4.267523282877604,0.06010000000000001,0.20125430101391173,0.0,0.000630075908110436,0.004601176004196579,0.0015239860016854933,0.00775240843412861,0.0021166010488516715,adam,none,0.0001,constant,none,0,none,none
1602,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,2,4.063164790471395,0.0001,111.0176264444987,3.9789873333740235,0.10074,3.9857932647705074,0.09896666666666666,0.3769087901743028,0.0,0.0017488518340894347,0.011709903681324544,0.0003599999999999992,0.016740190381638306,0.002967041174863157,adam,none,0.0001,constant,none,0,none,none
1603,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,3,4.597836176554362,0.0001,111.06736755371094,3.740280671590169,0.13472666666666666,3.7452297261555993,0.1366,0.2117994889515819,0.0,0.0025967190959360247,0.01376019585067834,0.002017952757953806,0.03157098914971266,0.0029137604568666934,adam,none,0.0001,constant,none,0,none,none
1604,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,4,4.876789410909017,0.0001,111.12035369873047,3.5623801468912757,0.16677333333333333,3.5740337951660153,0.1698333333333333,0.24626448171019333,0.0,0.003466491618619458,0.02142001472060954,0.0017168964247540833,0.02398720502317535,0.00473743953347516,adam,none,0.0001,constant,none,0,none,none
1605,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,5,5.230993429819743,0.0001,111.17120361328125,3.370429915568034,0.1988,3.39408598429362,0.19536666666666666,0.44705087022948836,0.0,0.0029182608610142428,0.005169715460669364,0.0006161168720299726,0.01731121052491878,0.003365016097039251,adam,none,0.0001,constant,none,0,none,none
1606,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,6,5.547303040822347,0.0001,111.22004699707031,3.244602997233073,0.21906666666666666,3.287599596150716,0.21733333333333335,0.27757297283170757,0.0,0.003171562339730277,0.04003454158366733,0.005680152580110264,0.03113217333901164,0.0019399312702601736,adam,none,0.0001,constant,none,0,none,none
1607,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,7,5.862006823221843,0.0001,111.26669057210286,3.1138262316894534,0.2442,3.1637084930419923,0.24243333333333336,0.30384360214773054,0.0,0.0036894834815716163,0.004357326514603139,0.002820850935444845,0.0219663761771679,0.0034789845261704415,adam,none,0.0001,constant,none,0,none,none
1608,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,8,5.557780583699544,0.0001,111.3115946451823,3.0005492338053386,0.2652666666666667,3.0735267283121743,0.25833333333333336,0.5083837607282256,0.0,0.004297193963321429,0.00860534597073418,0.0030818392776608707,0.013044038574409316,0.004895235779136036,adam,none,0.0001,constant,none,0,none,none
1609,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,9,5.782613118489583,0.0001,111.35630544026692,2.9212180902099605,0.2812866666666667,2.9822489339192706,0.2750333333333333,0.2346280264846823,0.0,0.0044964025079602425,0.022888902726332924,0.004258653934441404,0.013513935684374543,0.001517673658377623,adam,none,0.0001,constant,none,0,none,none
1610,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,10,5.754206498463948,0.0001,111.40030415852864,2.836238879801432,0.2956933333333333,2.9144149200439453,0.28309999999999996,0.35365418483115973,0.0,0.004660232113388199,0.02323656505414513,0.0040679396914572495,0.026582223573816264,0.006486139067272647,adam,none,0.0001,constant,none,0,none,none
1611,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,11,6.282281716664632,0.0001,111.44447072347005,2.7768876690673827,0.3070266666666666,2.8667596435546874,0.29486666666666667,0.26607858965978926,0.0,0.004759545868762941,0.002110577864958804,0.0014905479976617085,0.021474158212063388,0.004735328218121035,adam,none,0.0001,constant,none,0,none,none
1612,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,12,6.288450241088867,0.0001,111.4878667195638,2.6755426169840497,0.32783333333333337,2.7875393442789718,0.3100333333333333,0.3648544116268496,0.0,0.004409066199148065,0.012916181033310995,0.003926542159882318,0.021845217069215134,0.0031659648345067765,adam,none,0.0001,constant,none,0,none,none
1613,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,13,6.058442115783691,0.0001,111.53170013427734,2.616772657877604,0.3377466666666667,2.7352513041178383,0.31843333333333335,0.42072974846314454,0.0,0.0044572644068241055,0.014622386448775018,0.0033711916785216104,0.010285849841412505,0.0023860706890897598,adam,none,0.0001,constant,none,0,none,none
1614,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,14,6.052891095479329,0.0001,111.57582600911458,2.549332654215495,0.3524133333333333,2.6685242228190105,0.3295666666666666,0.10295315228508857,0.0,0.004136119410228506,0.02041131390690941,0.003906166065764885,0.03327340377218483,0.0048603840726153735,adam,none,0.0001,constant,none,0,none,none
1615,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,15,6.198233127593994,0.0001,111.61979166666667,2.50391825785319,0.3607666666666667,2.6473576385498045,0.3375666666666666,0.16870235657784902,0.0,0.0037264678797776897,0.022731107320680836,0.0035125109726993776,0.026518642657519995,0.006798774399355599,adam,none,0.0001,constant,none,0,none,none
1616,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,16,6.338972886403401,0.0001,111.66354624430339,2.437519687093099,0.3745066666666667,2.5812049794514973,0.34873333333333334,0.13008154680978096,0.0,0.003418465419286402,0.03037931779708887,0.0070374521904829485,0.03394803851242297,0.007914754154952217,adam,none,0.0001,constant,none,0,none,none
1617,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,17,6.271707534790039,0.0001,111.70733388264973,2.3643427844238283,0.39168000000000003,2.532093902587891,0.3596333333333333,0.3862202296268129,0.0,0.003387763321158877,0.019875530891909254,0.004424974576198154,0.01595017954920437,0.006087144924620502,adam,none,0.0001,constant,none,0,none,none
1618,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,18,6.145396073659261,0.0001,111.7511215209961,2.328115462036133,0.3967133333333333,2.5020209106445317,0.3663,0.16039628340395023,0.0,0.003415813788508597,0.01671388814942331,0.003522290921166684,0.02470015040893428,0.00373229152130432,adam,none,0.0001,constant,none,0,none,none
1619,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,19,6.2724301020304365,0.0001,111.79432678222656,2.2625470506795247,0.41286666666666666,2.4585642532348633,0.3772666666666667,0.8003322435232281,0.0,0.003469915397759958,0.021262990894923353,0.007003437251331197,0.010545548731983566,0.0031262330900515525,adam,none,0.0001,constant,none,0,none,none
1620,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,20,6.367510000864665,0.0001,111.83795420328777,2.2142219282023112,0.42008666666666666,2.4342133056640627,0.3791,0.3917124643125894,0.0,0.0031733267950589633,0.013614890891416301,0.003810004374450684,0.0027446615774056327,0.004493328387732192,adam,none,0.0001,constant,none,0,none,none
1621,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,21,6.638913790384929,0.0001,111.88139088948567,2.157918477071126,0.4325133333333333,2.392266844177246,0.3898333333333333,0.21773536306278063,0.0,0.0034779859470142438,0.009824073914914916,0.0014513901382238175,0.011457652031933732,0.004903400180826905,adam,none,0.0001,constant,none,0,none,none
1622,name=adam:lr=0.0001:lr_schedule=constant:weight_decay=0,22,6.686872641245524,0.0001,111.92506917317708,2.122286505228679,0.44177333333333335,2.3451509775797525,0.3994333333333333,0.6017543865045677,0.0,0.004055038145892793,0.018832542644366995,0.0060213066134630275,0.012288507238121794,0.0037313983080520478,adam,none,0.0001,constant,none,0,none,none
