id,epoch,grad_norm,learning_rate,model_norm,step_size_list,train_loss,train_score,val_loss,val_score,grad_norm_std,learning_rate_std,model_norm_std,train_loss_std,train_score_std,val_loss_std,val_score_std,name,beta,bias_correction,lr,lr_schedule,weight_decay,dampening,momentum
name=adabelief:lr=0.01:lr_schedule=constant:weight_decay=0,0,0.9870783487955729,0.01,18.687564849853516,,0.13731070152454905,0.9571055556085374,0.14864536437491577,0.9527666666666667,0.20583263044200065,0.0,0.22272498713069996,0.008388431469697028,0.003443283848983938,0.005324123964440788,0.0020502032419575525,adabelief,none,none,0.01,constant,0,none,none
name=adabelief:lr=0.01:lr_schedule=constant:weight_decay=0,1,0.7894425789515177,0.01,29.534117380777996,,0.11731063574734661,0.9642333333333334,0.14316199997787674,0.9579,0.20184844425708895,0.0,0.33741116491904816,0.007402661929298061,0.0019376388839111847,0.012642724424075748,0.0016822603841261188,adabelief,none,none,0.01,constant,0,none,none
name=adabelief:lr=0.01:lr_schedule=constant:weight_decay=0,2,0.8493364850680033,0.01,40.34695943196615,,0.1126416296046641,0.9655444444762337,0.14503706247812756,0.9578333333333333,0.09262351934545904,0.0,0.45156345234840745,0.011737818820863919,0.0038594161125507036,0.013366780260687513,0.004067349669420284,adabelief,none,none,0.01,constant,0,none,none
name=adabelief:lr=0.01:lr_schedule=constant:weight_decay=0,3,0.5720300177733103,0.01,51.88314946492513,,0.10602995964421165,0.9693555555873447,0.14728281917581335,0.961,0.21168680024736025,0.0,0.9121899279048131,0.013812603563877594,0.0039026463217145483,0.013970859448544534,0.0040730823708832195,adabelief,none,none,0.01,constant,0,none,none
name=adabelief:lr=0.01:lr_schedule=constant:weight_decay=0,4,0.9307090441385905,0.01,62.33042653401693,,0.1284233422294259,0.9618055555873447,0.18049775835933782,0.9521666666666667,0.38201406966152235,0.0,0.5321938358279047,0.022543077626026652,0.00801998080794027,0.02436260074201196,0.0071821538088050986,adabelief,none,none,0.01,constant,0,none,none
name=adabelief:lr=0.01:lr_schedule=constant:weight_decay=0,5,0.8702801068623861,0.01,72.65542856852214,,0.1179481516751978,0.9672388889418708,0.1670774605735438,0.9595333333333333,0.23287822407716424,0.0,1.0951058936981768,0.02357674367426808,0.0057405558445419455,0.021132454633928512,0.004572016331262729,adabelief,none,none,0.01,constant,0,none,none
name=adabelief:lr=0.01:lr_schedule=constant:weight_decay=0,6,0.8692366679509481,0.01,82.84700775146484,,0.1467088686992725,0.9624833333545261,0.22010753569620042,0.9541666666666666,0.20681493401198217,0.0,1.835288470510541,0.02983402892555545,0.00851666667406964,0.029252001839501305,0.009358596760911001,adabelief,none,none,0.01,constant,0,none,none
name=adabelief:lr=0.01:lr_schedule=constant:weight_decay=0,7,0.6709198653697968,0.01,93.00923665364583,,0.1028571414184239,0.9720666666984559,0.16638245332256582,0.9625333333333334,0.386213067906433,0.0,0.6731263314902336,0.0198543096022332,0.004292726434701743,0.016505513210032914,0.001517673658377618,adabelief,none,none,0.01,constant,0,none,none
name=adabelief:lr=0.01:lr_schedule=constant:weight_decay=0,8,0.7699093818664551,0.01,100.65780639648438,,0.10435956172371903,0.9724500000423855,0.17508848751727105,0.9621666666666666,0.24106474151683843,0.0,0.7164222644401907,0.008623605699130368,0.0031161318637187058,0.01549279722541964,0.004091861841916635,adabelief,none,none,0.01,constant,0,none,none
name=adabelief:lr=0.01:lr_schedule=constant:weight_decay=0,9,1.044820914665858,0.01,109.17946879069011,,0.13511438508381446,0.9671388889100815,0.22375998279707274,0.9562333333333334,0.5868051231023876,0.0,0.6584327466103258,0.019691932720883893,0.0039216044358555925,0.025912637581068126,0.002973774257292149,adabelief,none,none,0.01,constant,0,none,none
name=adabelief:lr=0.1:lr_schedule=constant:weight_decay=0,0,1.4639509916305542,0.10000000000000002,110.53411865234375,,1.0214415859964159,0.7160055555873447,1.035676750612259,0.7194666666666668,0.5079577374814096,0.0,5.450705635543651,0.7467385877614462,0.24434110173015136,0.7737779775069764,0.24425868118315333,adabelief,none,none,0.1,constant,0,none,none
name=adabelief:lr=0.1:lr_schedule=constant:weight_decay=0,1,1.953187088171641,0.10000000000000002,185.90760803222656,,2.0301581816991168,0.2551777777777778,2.0231307427088416,0.2554666666666667,3.200688166177318,0.0,15.690201500244319,0.47519026292646255,0.2542434716376615,0.48733606562888526,0.2552160326729756,adabelief,none,none,0.1,constant,0,none,none
name=adabelief:lr=0.1:lr_schedule=constant:weight_decay=0,2,0.6040859296917915,0.10000000000000002,208.99948120117188,,2.027201321093241,0.21545000002119274,2.034509011141459,0.2174,0.9161142368364417,0.0,55.64819822791491,0.48490878415895566,0.1916545424068274,0.47259512006886734,0.19336165597139468,adabelief,none,none,0.1,constant,0,none,none
name=adabelief:lr=0.1:lr_schedule=constant:weight_decay=0,3,0.1509766752521197,0.10000000000000002,220.87230936686197,,2.1578375297758314,0.14798333333863153,2.1560114307403566,0.14843333333333333,0.10244070261570057,0.0,76.20846761494342,0.2610139933685794,0.08789342663733418,0.2638570728705873,0.09107141886087718,adabelief,none,none,0.1,constant,0,none,none
name=adabelief:lr=0.1:lr_schedule=constant:weight_decay=0,4,0.09475727379322052,0.10000000000000002,224.58067830403647,,2.1891668959723583,0.13832777778307595,2.179997377141317,0.14066666666666666,0.026221526969925624,0.0,82.6309619169548,0.20113287114800937,0.05676706873530562,0.21541869818060497,0.05830731800840554,adabelief,none,none,0.1,constant,0,none,none
name=adabelief:lr=0.1:lr_schedule=constant:weight_decay=0,5,0.08702845374743144,0.10000000000000002,234.27035522460938,,2.2063066736433243,0.13548888889286254,2.203857132848104,0.13456666666666667,0.010253319489826638,0.0,99.4119705113721,0.17542532600324476,0.04910544870896133,0.17996665450485247,0.0477248712238528,adabelief,none,none,0.1,constant,0,none,none
name=adabelief:lr=0.1:lr_schedule=constant:weight_decay=0,6,0.12900587047139803,0.10000000000000002,251.28943379720053,,2.1979326168060305,0.13075555556085375,2.20064300587972,0.13013333333333335,0.11151474602264472,0.0,128.8879120288994,0.19118754788069112,0.05184574432538364,0.18625842228601067,0.051377945982039167,adabelief,none,none,0.1,constant,0,none,none
name=adabelief:lr=0.1:lr_schedule=constant:weight_decay=0,7,0.10680111994345982,0.10000000000000002,257.51727803548175,,2.194747271495395,0.13865000000397362,2.1988188672383626,0.1369,0.0480503912418248,0.0,139.67462576983053,0.1916307933828128,0.05455392083188245,0.18476274040463964,0.05173422464867915,adabelief,none,none,0.1,constant,0,none,none
name=adabelief:lr=0.1:lr_schedule=constant:weight_decay=0,8,0.08342959483464558,0.10000000000000002,258.583745320638,,2.168714933819241,0.14390555555820464,2.1641618876775106,0.14423333333333332,0.017827732922421086,0.0,141.5215901770311,0.2370830123124935,0.05459809300479542,0.24423684462642917,0.053231694819283484,adabelief,none,none,0.1,constant,0,none,none
name=adabelief:lr=0.1:lr_schedule=constant:weight_decay=0,9,0.08516015981634457,0.10000000000000002,260.34320068359375,,2.171482090399,0.13477222222752042,2.166029074287415,0.13520000000000001,0.03670200387288768,0.0,144.56905255019976,0.2308199443100515,0.05230714402225529,0.23945540365258322,0.05140807329593281,adabelief,none,none,0.1,constant,0,none,none
name=adabelief:lr=100:lr_schedule=constant:weight_decay=0,0,,100.0,,,,0.09871666666666666,,0.09800000000000002,,0.0,,,0.0,,0.0,adabelief,none,none,100,constant,0,none,none
name=adabelief:lr=100:lr_schedule=constant:weight_decay=0,1,,100.0,,,,0.09871666666666666,,0.09800000000000002,,0.0,,,0.0,,0.0,adabelief,none,none,100,constant,0,none,none
name=adabelief:lr=100:lr_schedule=constant:weight_decay=0,2,,100.0,,,,0.09871666666666666,,0.09800000000000002,,0.0,,,0.0,,0.0,adabelief,none,none,100,constant,0,none,none
name=adabelief:lr=100:lr_schedule=constant:weight_decay=0,3,,100.0,,,,0.09871666666666666,,0.09800000000000002,,0.0,,,0.0,,0.0,adabelief,none,none,100,constant,0,none,none
name=adabelief:lr=100:lr_schedule=constant:weight_decay=0,4,,100.0,,,,0.09871666666666666,,0.09800000000000002,,0.0,,,0.0,,0.0,adabelief,none,none,100,constant,0,none,none
name=adabelief:lr=100:lr_schedule=constant:weight_decay=0,5,,100.0,,,,0.09871666666666666,,0.09800000000000002,,0.0,,,0.0,,0.0,adabelief,none,none,100,constant,0,none,none
name=adabelief:lr=100:lr_schedule=constant:weight_decay=0,6,,100.0,,,,0.09871666666666666,,0.09800000000000002,,0.0,,,0.0,,0.0,adabelief,none,none,100,constant,0,none,none
name=adabelief:lr=100:lr_schedule=constant:weight_decay=0,7,,100.0,,,,0.09871666666666666,,0.09800000000000002,,0.0,,,0.0,,0.0,adabelief,none,none,100,constant,0,none,none
name=adabelief:lr=100:lr_schedule=constant:weight_decay=0,8,,100.0,,,,0.09871666666666666,,0.09800000000000002,,0.0,,,0.0,,0.0,adabelief,none,none,100,constant,0,none,none
name=adabelief:lr=100:lr_schedule=constant:weight_decay=0,9,,100.0,,,,0.09871666666666666,,0.09800000000000002,,0.0,,,0.0,,0.0,adabelief,none,none,100,constant,0,none,none
name=adabelief:lr=1:lr_schedule=constant:weight_decay=0,0,0.11701997617880504,1.0,288.2694447835286,,2.323291973410712,0.10706666666666666,2.3233684007008875,0.10636666666666666,0.010653214109025685,0.0,115.23889622835257,0.014733766598008437,0.0045899346400575265,0.01361906593908338,0.006177647880328998,adabelief,none,none,1,constant,0,none,none
name=adabelief:lr=1:lr_schedule=constant:weight_decay=0,1,0.1440055494507154,1.0,508.22922770182294,,2.5752848634931773,0.09944444444841809,2.586401842498779,0.09806666666666668,0.05021209025082445,0.0,494.3680042401549,0.40857458016005566,0.0024367745843240393,0.4227767367317018,0.0026633312473917617,adabelief,none,none,1,constant,0,none,none
name=adabelief:lr=1:lr_schedule=constant:weight_decay=0,2,0.08537538846333821,1.0,599.4272918701172,,2.3240254267374674,0.10781666666666667,2.3251244453430178,0.10833333333333334,0.009578289034547263,0.0,652.1945167487928,0.017692963344278567,0.007880831174438392,0.018612317349789114,0.008948929172439196,adabelief,none,none,1,constant,0,none,none
name=adabelief:lr=1:lr_schedule=constant:weight_decay=0,3,0.14423545201619467,1.0,599.4280293782552,,2.340022398376465,0.09741666666666667,2.339366436640421,0.0979,0.026373518721855407,0.0,652.1939597175499,0.008678075501116352,8.660254037844434e-05,0.007660049055353419,0.0004358898943540671,adabelief,none,none,1,constant,0,none,none
name=adabelief:lr=1:lr_schedule=constant:weight_decay=0,4,0.12485035508871078,1.0,599.4286499023438,,2.350936945766873,0.10456666667064031,2.3511094964345296,0.10513333333333334,0.04111424301086477,0.0,652.1933225078805,0.025422173859016465,0.00692316962996426,0.024241785511128214,0.007245918391296804,adabelief,none,none,1,constant,0,none,none
name=adabelief:lr=1:lr_schedule=constant:weight_decay=0,5,0.12088141590356827,1.0,599.4281107584635,,2.3434713903639053,0.10741666666666667,2.344086912918091,0.10813333333333335,0.03225067441525172,0.0,652.1939801351381,0.004193849939330908,0.008573651497465943,0.003413088892691724,0.009295339333952978,adabelief,none,none,1,constant,0,none,none
name=adabelief:lr=1:lr_schedule=constant:weight_decay=0,6,0.12666859726111093,1.0,599.4289296468099,,2.3665587551540797,0.10441666666666667,2.3663010807037357,0.1028,0.016814143078224996,0.0,652.1933976157653,0.01720630846530851,0.0,0.01891802532135234,0.0,adabelief,none,none,1,constant,0,none,none
name=adabelief:lr=1:lr_schedule=constant:weight_decay=0,7,0.09683945278326671,1.0,599.4281870524088,,2.3492730875227186,0.10006666666931575,2.3494476416269934,0.10073333333333334,0.012726997753463615,0.0,652.1939187639874,0.0026462096581222287,0.001856145948771866,0.0012906816773657894,0.002610236260060248,adabelief,none,none,1,constant,0,none,none
name=adabelief:lr=1:lr_schedule=constant:weight_decay=0,8,0.1257791966199875,1.0,599.4284108479818,,2.356682947074042,0.09268888888888889,2.3557958674112958,0.09216666666666667,0.026583252421366357,0.0,652.1938422340373,0.010954215765350895,0.004051074388813877,0.011883964623542145,0.005138417395787671,adabelief,none,none,1,constant,0,none,none
name=adabelief:lr=1:lr_schedule=constant:weight_decay=0,9,0.1124182716012001,1.0,599.4283142089844,,2.342713427013821,0.10057777778042687,2.3421855906168623,0.10003333333333335,0.01293007289065672,0.0,652.1937137541762,0.008017152632246947,0.0027809037988908783,0.005890353674272021,0.0016743157806499136,adabelief,none,none,1,constant,0,none,none
name=adabelief:lr=1e-05:lr_schedule=constant:weight_decay=0,0,0.8485075434048971,1e-05,8.428055763244629,,2.093346784040663,0.43563333334392973,2.0893546268463137,0.43883333333333335,0.044067528939782184,0.0,0.00025813411210200756,0.0014279041254608399,0.0012417505383166892,0.0015307307931988097,0.0009291573243177546,adabelief,none,none,1e-05,constant,0,none,none
name=adabelief:lr=1e-05:lr_schedule=constant:weight_decay=0,1,1.4331957499186199,1e-05,8.601998647054037,,1.290575875515408,0.7496777777989706,1.2742912560780841,0.7644000000000001,0.06689222916626421,0.0,0.0006597622953936731,0.002641833187620545,0.0007583485959278652,0.0027267662286189695,0.0011357816691601398,adabelief,none,none,1e-05,constant,0,none,none
name=adabelief:lr=1e-05:lr_schedule=constant:weight_decay=0,2,1.255452036857605,1e-05,8.826242764790853,,0.7966311234474182,0.8275166666984558,0.780308395163218,0.8342666666666667,0.13806919144843613,0.0,0.0016245752639833361,0.0019832892439002265,0.0009202958461518922,0.0017634799179981962,0.0010016652800878072,adabelief,none,none,1e-05,constant,0,none,none
name=adabelief:lr=1e-05:lr_schedule=constant:weight_decay=0,3,1.0952550768852234,1e-05,8.996309916178385,,0.598719497987959,0.8576666666878593,0.5833625544865927,0.8638333333333333,0.12711081947693212,0.0,0.0016121317331321615,0.0009184642037503222,0.000769379224740654,0.0010263430826864363,0.00020816659994659034,adabelief,none,none,1e-05,constant,0,none,none
name=adabelief:lr=1e-05:lr_schedule=constant:weight_decay=0,4,1.034200370311737,1e-05,9.127250035603842,,0.4981404976950752,0.8761611111640931,0.4840004408518473,0.8809333333333332,0.3494852006381278,0.0,0.0014311071850933257,0.0003007710238154191,0.0003713089855852202,0.0005765650928402426,0.0005686240703077172,adabelief,none,none,1e-05,constant,0,none,none
name=adabelief:lr=1e-05:lr_schedule=constant:weight_decay=0,5,0.950486938158671,1e-05,9.23266887664795,,0.43838513427310516,0.8871666667196486,0.4257486102104187,0.8920666666666667,0.14565869459100364,0.0,0.0010669791617151352,0.00014054495868542804,0.0003818813044445124,5.459472832564995e-05,0.0002516611478423306,adabelief,none,none,1e-05,constant,0,none,none
name=adabelief:lr=1e-05:lr_schedule=constant:weight_decay=0,6,1.0143468379974365,1e-05,9.320303281148275,,0.39938113216294185,0.894055555619134,0.3871732417265574,0.8985666666666668,0.2538932395338571,0.0,0.0009801500393714273,4.677616841349709e-05,0.00029876288132778115,0.00014552861877911653,0.00032145502536642235,adabelief,none,none,1e-05,constant,0,none,none
name=adabelief:lr=1e-05:lr_schedule=constant:weight_decay=0,7,0.9623213211695353,1e-05,9.39451789855957,,0.37240129655732046,0.8987222222858006,0.36159208241303764,0.9034333333333334,0.06914008993475856,0.0,0.0008029003270157198,0.00014521699142196616,0.0002275066136604408,0.00020084476435878863,0.0003055050463303557,adabelief,none,none,1e-05,constant,0,none,none
name=adabelief:lr=1e-05:lr_schedule=constant:weight_decay=0,8,1.1696292956670125,1e-05,9.458970705668131,,0.35246846052275765,0.9025444444762335,0.34195852122306825,0.9066,0.1431961219733737,0.0,0.0007642831493279393,0.00017840773323521547,0.00025018511664885837,0.00040660308610476834,0.0,adabelief,none,none,1e-05,constant,0,none,none
name=adabelief:lr=1e-05:lr_schedule=constant:weight_decay=0,9,0.9211867849032084,1e-05,9.516047477722168,,0.33704844546847873,0.9055944444974263,0.32692245967388156,0.9086333333333334,0.04550413606199949,0.0,0.0007382517250451427,0.00023717176550311052,0.0002358986069054055,0.00017825068787060325,0.0007505553499465134,adabelief,none,none,1e-05,constant,0,none,none
name=adabelief:lr=1e-06:lr_schedule=constant:weight_decay=0,0,0.6093214551607767,1e-06,8.40676244099935,,2.300292161941528,0.09835000000794729,2.2996954499562583,0.10223333333333334,0.026202919003240344,0.0,9.787752989912869e-06,0.00011512698024494833,0.00014813657362192637,0.0001220256061085606,5.7735026918970236e-05,adabelief,none,none,1e-06,constant,0,none,none
name=adabelief:lr=1e-06:lr_schedule=constant:weight_decay=0,1,0.664263645807902,1e-06,8.407816886901855,,2.2685953181372747,0.1649333333412806,2.267454223124186,0.1668666666666667,0.037775857712601064,0.0,1.9144878291973812e-05,0.00018968171223815618,0.00036855573979158797,0.00019937787659764667,0.0007767453465153981,adabelief,none,none,1e-06,constant,0,none,none
name=adabelief:lr=1e-06:lr_schedule=constant:weight_decay=0,2,0.6887331008911133,1e-06,8.411281903584799,,2.223851363160875,0.3044666666825612,2.2221457313537596,0.30929999999999996,0.03454283920906896,0.0,3.720959689401677e-05,0.00021149490018957073,0.0003785938897200321,0.00022056289561686978,0.00017320508075692475,adabelief,none,none,1e-06,constant,0,none,none
name=adabelief:lr=1e-06:lr_schedule=constant:weight_decay=0,3,0.8069562315940857,1e-06,8.418187141418457,,2.163353281360202,0.37751111111111113,2.1607005104064942,0.3800666666666666,0.04242345219301383,0.0,4.967352540247123e-05,0.00025223656938983815,0.0003713089958112486,0.0002670054802442101,0.0003511884584284281,adabelief,none,none,1e-06,constant,0,none,none
name=adabelief:lr=1e-06:lr_schedule=constant:weight_decay=0,4,0.9012267589569092,1e-06,8.429360389709473,,2.0828275205400253,0.4427500000158946,2.078484123484294,0.44606666666666667,0.038032871049295126,0.0,5.205175037000728e-05,7.222940801645517e-05,0.00018333334128059538,8.685114472174911e-05,0.00041633319989324514,adabelief,none,none,1e-06,constant,0,none,none
name=adabelief:lr=1e-06:lr_schedule=constant:weight_decay=0,5,0.9809443553288778,1e-06,8.44540786743164,,1.9791832757737902,0.5146277778201633,1.9723432286580405,0.52,0.015072862699741037,0.0,4.5447359304213925e-05,0.00037995874310378284,0.0007103076907164807,0.0003949838491883145,0.0009165151389911458,adabelief,none,none,1e-06,constant,0,none,none
name=adabelief:lr=1e-06:lr_schedule=constant:weight_decay=0,6,1.124159534772237,1e-06,8.466375986735025,,1.8567606344434948,0.5849222222752042,1.8472659802754723,0.5964333333333333,0.06695933501895847,0.0,0.00015852905337625264,0.000994579268709255,0.0006729564576248374,0.0010358005014619238,0.0004041451884327737,adabelief,none,none,1e-06,constant,0,none,none
name=adabelief:lr=1e-06:lr_schedule=constant:weight_decay=0,7,1.1446550289789836,1e-06,8.491594632466635,,1.7252408523135714,0.6420611111534966,1.7132974287033083,0.6530999999999999,0.03733772744558463,0.0,0.00037055780217704493,0.0018114737364234518,0.0012760979172122587,0.0018743969211849544,0.001345362404707358,adabelief,none,none,1e-06,constant,0,none,none
name=adabelief:lr=1e-06:lr_schedule=constant:weight_decay=0,8,1.2541918357213337,1e-06,8.519846598307291,,1.5950080294715032,0.6854222222858005,1.5812568012873331,0.6962666666666667,0.047765787865385136,0.0,0.0005939870224373391,0.0024358964491470246,0.0015693534880231285,0.0025146955514025906,0.0019553345834750014,adabelief,none,none,1e-06,constant,0,none,none
name=adabelief:lr=1e-06:lr_schedule=constant:weight_decay=0,9,1.2765864531199138,1e-06,8.549947738647461,,1.4722096758100722,0.7151555556191339,1.4572055206298826,0.7286333333333334,0.07485706279384598,0.0,0.000775312585193015,0.002755342447862815,0.0006447078005950617,0.002818733400117189,0.0008020806277010844,adabelief,none,none,1e-06,constant,0,none,none
name=adabound:lr=0.0001:lr_schedule=constant:weight_decay=0,0,1.373215675354004,0.0001,9.524330139160156,,0.3200367185539669,0.9066000000423854,0.31079970424969994,0.9089666666666666,0.14373798060526138,0.0,0.0015177210650117153,0.004030591895467003,0.0029405687420236324,0.002906628743258875,0.0036692415201691844,adabound,none,none,0.0001,constant,0,none,none
name=adabound:lr=0.0001:lr_schedule=constant:weight_decay=0,1,1.1170490582784016,0.0001,9.934937477111816,,0.23915070552825926,0.9295944445080228,0.2380115781784058,0.9288,0.09775714721218581,0.0,0.007196801545115991,0.006305868161419926,0.002464770292054113,0.005012555006592289,0.0035594943461115308,adabound,none,none,0.0001,constant,0,none,none
name=adabound:lr=0.0001:lr_schedule=constant:weight_decay=0,2,1.216343839963277,0.0001,10.35213534037272,,0.17655308306482106,0.9488611111323039,0.1791464308420817,0.9473333333333332,0.1697030419267328,0.0,0.005184270979719801,0.0017200285614877404,0.0008275353905335287,0.00248186346578644,0.00047258156262532433,adabound,none,none,0.0001,constant,0,none,none
