id,epoch,grad_norm,learning_rate,model_norm,train_loss,train_score,val_loss,val_score,fstar,h,grad_norm_std,learning_rate_std,model_norm_std,train_loss_std,train_score_std,val_loss_std,val_score_std,fstar_std,h_std,name,beta,lr,lr_schedule,weight_decay,lb
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,20,7.880895614624023,0.0001,188.90969848632812,1.633306243218535,0.6014928670055786,2.472945669555664,0.46514,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,21,6.428462982177734,0.0001,192.4977264404297,1.604307644333864,0.6078909799642355,2.478319697265625,0.46306,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,22,7.245483875274658,0.0001,196.0242156982422,1.5619104188008504,0.6165456434369192,2.4660606616210936,0.46814,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,23,6.245131492614746,0.0001,199.49111938476562,1.5311930810314407,0.6228555550091753,2.4622253384399415,0.47204,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,24,6.063375949859619,0.0001,202.900390625,1.5086866021990486,0.6271961559806394,2.465189211730957,0.4697,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,25,8.45984935760498,0.0001,206.26478576660156,1.4896217068190765,0.631208148247017,2.482517290344238,0.46956,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,26,7.55343770980835,0.0001,209.57078552246094,1.4485364578465896,0.639601329733468,2.479850043029785,0.47102,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,27,7.179914951324463,0.0001,212.83514404296875,1.4329380410692028,0.6420147694392343,2.4920224169921874,0.47168,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,28,6.636215686798096,0.0001,216.0610809326172,1.4160523303389674,0.6454913090412665,2.5030710482788088,0.4697,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,29,7.936061382293701,0.0001,219.23593139648438,1.3829224230963786,0.6529985739474959,2.4975418139648435,0.47264,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,30,8.17097282409668,0.0001,222.36781311035156,1.364910125866411,0.6559482468608502,2.5124412911987304,0.47332,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,31,7.10621452331543,0.0001,225.4622039794922,1.3375869051624776,0.6617016311012138,2.517595037841797,0.46978,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,32,6.997323989868164,0.0001,228.51307678222656,1.325213839206473,0.6641244373258901,2.5265905334472656,0.47156,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,33,5.880582809448242,0.0001,231.5313720703125,1.3091831225393697,0.6672114858499218,2.5480683682250977,0.4713,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,34,6.04447078704834,0.0001,234.5107421875,1.2833409559235989,0.6726331392122289,2.5481826162719727,0.47178,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,35,7.033814907073975,0.0001,237.45626831054688,1.271697643106698,0.6748412960452216,2.561743652648926,0.47054,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,36,7.638040542602539,0.0001,240.36614990234375,1.2507986833158868,0.6797220329404859,2.5754537203979493,0.47032,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,37,5.512460708618164,0.0001,243.24559020996094,1.2266526470038175,0.6848057110787966,2.584382497253418,0.46992,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,38,6.575019359588623,0.0001,246.09197998046875,1.2083871695276813,0.6886639363264044,2.586854587097168,0.47086,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,39,7.855694770812988,0.0001,248.90916442871094,1.1906125658065603,0.6918852382881437,2.592422232055664,0.4733,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,40,6.351346969604492,0.0001,251.70339965820312,1.1799439799755755,0.6942081349777819,2.6073233642578124,0.47086,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,41,7.389925479888916,0.0001,254.46360778808594,1.165077856360255,0.6972186902640499,2.629128635253906,0.47064,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,42,6.80548620223999,0.0001,257.2032165527344,1.1448692798617852,0.7021080131349817,2.635955899963379,0.47088,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,43,7.769894123077393,0.0001,259.9074401855469,1.1346177998452254,0.7039360454088837,2.654562615356445,0.4695,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.0001:lr_schedule=constant:weight_decay=0.0,44,6.420190811157227,0.0001,262.59149169921875,1.1145840883293154,0.708927619444581,2.6490024966430665,0.46982,,,,,,,,,,,,adamw,0.9,0.0001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,0,2.7290608882904053,0.001,344.9676818847656,3.7108763711823722,0.2457314041426552,3.866017147216797,0.22352,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,1,2.3109078407287598,0.001,496.9817199707031,3.036752369985019,0.34658383541777404,3.2695750646972654,0.31294,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,2,2.462778091430664,0.001,611.1715087890625,2.6751528533653683,0.40740610650200326,2.9688075720214844,0.36342,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,3,1.8147658109664917,0.001,707.4789428710938,2.444105464885587,0.44927756820191717,2.802269469604492,0.39264,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,4,1.6863528490066528,0.001,792.4964599609375,2.30987384363319,0.4733815240731244,2.7407121417236326,0.4054,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,5,1.9713200330734253,0.001,869.6484375,2.16239379688963,0.5004718383900827,2.6386292596435545,0.42664,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,6,1.7640925645828247,0.001,940.81640625,2.04493437108808,0.5229905109358011,2.575773895263672,0.43756,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,7,1.5219917297363281,0.001,1007.2976684570312,1.9711931129141835,0.5364915674010798,2.5597293560791017,0.44216,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,8,1.9283578395843506,0.001,1069.8577880859375,1.89009253825883,0.5517722624592264,2.524953585205078,0.45236,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,9,1.5956145524978638,0.001,1129.3114013671875,1.8419490075062428,0.5610006252151373,2.515718588256836,0.45198,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,10,1.4514821767807007,0.001,1186.0435791015625,1.7678445541030332,0.5759011957141932,2.5066546209716796,0.45848,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,11,1.4966645240783691,0.001,1240.392333984375,1.7148395730884365,0.5859194682314998,2.4990795318603514,0.46128,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,12,1.8420546054840088,0.001,1292.6976318359375,1.6853695339459993,0.5919952168310101,2.505421670837402,0.46192,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,13,1.4709687232971191,0.001,1343.1209716796875,1.6190225322947023,0.6054884678638639,2.507494534301758,0.4648,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,14,1.4219881296157837,0.001,1391.95654296875,1.5707473020741494,0.6142766042310127,2.497300791320801,0.46608,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,15,1.806070327758789,0.001,1439.301513671875,1.5239832177262562,0.6236259511895089,2.50563322845459,0.4678,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,16,1.4855806827545166,0.001,1485.2825927734375,1.4945440032054742,0.6288813488411664,2.515818627624512,0.4663,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,17,1.467064380645752,0.001,1530.0714111328125,1.479685639120881,0.632061282011054,2.537296937866211,0.46604,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,18,1.788656234741211,0.001,1573.82275390625,1.4265783707882744,0.6436734238295169,2.53184451171875,0.46966,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,19,1.6150578260421753,0.001,1616.39013671875,1.3943644278071385,0.6499388444369513,2.541257289123535,0.47018,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,20,1.383065104484558,0.001,1658.0533447265625,1.3779602875082364,0.6526574765505296,2.559482692871094,0.46702,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,21,1.1951733827590942,0.001,1698.7904052734375,1.3373231855697212,0.6611271512747442,2.5600053060913086,0.46818,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,22,1.4969897270202637,0.001,1738.696533203125,1.298949349525485,0.6695780929611391,2.5704650805664064,0.47042,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,23,1.1811182498931885,0.001,1777.813720703125,1.2887031781522127,0.670859744965301,2.5906286096191407,0.46782,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,24,1.5498862266540527,0.001,1816.2113037109375,1.2615946598162864,0.6769651542080257,2.6101379626464842,0.467,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,25,1.4677937030792236,0.001,1853.8675537109375,1.2496901562757412,0.6788977792764208,2.642285026550293,0.46662,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,26,1.432519555091858,0.001,1890.90380859375,1.2090934651127692,0.6882947393727086,2.6396602947998047,0.46716,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,27,1.4218194484710693,0.001,1927.237548828125,1.188176710309269,0.6920319804177312,2.6581563122558594,0.46834,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,28,1.4079617261886597,0.001,1963.1529541015625,1.1719069369517534,0.6955249114278556,2.6744769989013673,0.46538,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,29,1.4568917751312256,0.001,1998.4105224609375,1.1525450530085992,0.6994814851240166,2.694140184326172,0.4656,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,30,1.3675692081451416,0.001,2033.1685791015625,1.1289365108609113,0.7046767809460028,2.7105289111328124,0.469,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,31,1.5765905380249023,0.001,2067.39208984375,1.1134470888079446,0.7082493273668607,2.7278040014648437,0.46504,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,32,1.5413604974746704,0.001,2101.20849609375,1.0987677487284375,0.710696330432054,2.751959320678711,0.466,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,33,1.4123148918151855,0.001,2134.489990234375,1.0787084306753747,0.7144835262445958,2.7654609619140627,0.46582,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,34,1.2047312259674072,0.001,2167.30517578125,1.060831026660357,0.7190684372509579,2.771485368652344,0.46576,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,35,1.5051424503326416,0.001,2199.715087890625,1.0426202050704567,0.7227713343933111,2.7933695574951174,0.4659,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,36,1.4029697179794312,0.001,2231.771484375,1.0356885909484825,0.7243082240377658,2.8259263397216796,0.46284,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,37,1.3548740148544312,0.001,2263.41943359375,1.0099477737566023,0.7302099114942018,2.8359416418457033,0.46384,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,38,1.510445475578308,0.001,2294.726318359375,0.9907521433385861,0.7348955125788447,2.853009545288086,0.46428,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,39,1.382274866104126,0.001,2325.6015625,0.9823781134839,0.7363535673558083,2.8725657916259766,0.4668,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,40,1.3316335678100586,0.001,2356.14111328125,0.9695488974364681,0.7387303215291778,2.893179174194336,0.4631,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,41,1.404924750328064,0.001,2386.421875,0.955386869307735,0.7419539651206447,2.923891155395508,0.46166,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,42,1.207747220993042,0.001,2416.26513671875,0.9416277416923928,0.7445196107586959,2.927292635498047,0.46148,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,43,1.4187593460083008,0.001,2445.8642578125,0.9283291380291716,0.7480788879444316,2.944327689819336,0.46344,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.001:lr_schedule=constant:weight_decay=0.0,44,1.3689814805984497,0.001,2475.14013671875,0.9209482407883438,0.7494565467674192,2.9602785540771483,0.46188,,,,,,,,,,,,adamw,0.9,0.001,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,0,0.9217426180839539,0.01,1908.78662109375,4.347805928599581,0.16342311922251648,4.463393565063477,0.1503,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,1,0.6130649447441101,0.01,2983.5263671875,3.622305070789418,0.2570196205154864,3.7763577868652343,0.23564,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,2,0.6418776512145996,0.01,3753.958251953125,3.3120744616304365,0.3026056875063907,3.4953836614990235,0.27728,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,3,0.636798083782196,0.01,4390.80126953125,3.10098534987145,0.33454005318621655,3.3104551306152343,0.30182,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,4,0.8562575578689575,0.01,4947.59033203125,2.9723835324834917,0.35561159856036606,3.2175472790527344,0.31764,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,5,0.6265015602111816,0.01,5454.60546875,2.8632633527684943,0.37487774741464563,3.127091013183594,0.33548,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,6,0.8850275874137878,0.01,5923.40576171875,2.750014173929713,0.3923665993057848,3.0236833905029297,0.35024,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,7,0.788137674331665,0.01,6361.2685546875,2.689442696941804,0.40414499683489713,2.982755150146484,0.35816,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,8,0.715369462966919,0.01,6771.947265625,2.621942646206017,0.41508977418103454,2.91948361328125,0.36864,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,9,0.6538118720054626,0.01,7164.201171875,2.596239443770067,0.4189370718232475,2.919796880493164,0.36952,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,10,0.7647997140884399,0.01,7543.80078125,2.5362271246838883,0.4300496659665194,2.884983977661133,0.3747,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,11,0.7131460309028625,0.01,7904.16259765625,2.503370695051332,0.43518017669937925,2.863633602294922,0.3788,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,12,0.7901943922042847,0.01,8252.751953125,2.469007170859249,0.44234556366539984,2.8357341473388673,0.3859,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,13,0.6937776207923889,0.01,8590.1962890625,2.401758947698767,0.45418952682688096,2.774843442993164,0.39552,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,14,0.9306922554969788,0.01,8913.943359375,2.385294765609233,0.45717900744560197,2.7815895611572268,0.39182,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,15,0.7159122228622437,0.01,9228.4638671875,2.3692198368116606,0.4595268815189996,2.774282471923828,0.39478,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,16,0.9094816446304321,0.01,9537.6328125,2.337040681820804,0.4653848585538563,2.734187262573242,0.40214,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
name=adamw:beta=0.9:lr=0.01:lr_schedule=constant:weight_decay=0.0,17,0.7830163240432739,0.01,9836.9931640625,2.313328960624708,0.4695443734930637,2.741230599365234,0.40052,,,,,,,,,,,,adamw,0.9,0.01,constant,0.0,none
